Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh,Provider,Policy_Number,Expiry_Date,Status,Owner_Name,Contact,City,Purchase_Year,Sale_Price_Lakh,Sale_Date,Buyer_Name,Service_Type,Service_Date,Service_Cost,Service_Center
C1476,Tata,City,2015,Petrol,Manual,Black,Fourth,23.17,19.48,"Reliance General",POL915166,2023-04-29,Expired,Owner_476,"+91 9931544293",Jaipur,2008,20.22,2023-06-30,Buyer_476,"Brake Service",2023-04-08,12998,Mechanix
C1477,Hyundai,Duster,2014,Diesel,Manual,Blue,Fourth,16.1,32.85,"Bajaj Allianz",POL931737,2023-04-20,Expired,Owner_477,"+91 9634737477",Jaipur,2014,2.19,2023-10-08,Buyer_477,"Engine Repair",2022-05-26,5954,FastFix
C1478,Hyundai,Creta,2019,Electric,Manual,Silver,Third,21.15,33.51,"TATA AIG",POL122585,2024-01-03,Expired,Owner_478,"+91 9792849443",Pune,2024,26.05,2022-05-13,Buyer_478,"Full Service",2021-04-21,10952,FastFix
C1479,Kia,Innova,2008,CNG,Manual,Green,First,11.32,11.03,"HDFC Ergo",POL420072,2023-09-08,Expired,Owner_479,"+91 9506164448",Mumbai,2013,23.83,2023-02-28,Buyer_479,"Tyre Change",2021-11-03,3293,Pitstop
C1480,Honda,XUV500,2005,Hybrid,Manual,Silver,Third,11.91,34.39,"ICICI Lombard",POL885061,2024-08-11,Active,Owner_480,"+91 9745117606",Ahmedabad,2016,10.39,2023-01-07,Buyer_480,"Tyre Change",2022-01-13,13589,FastFix
C1481,Tata,Creta,2016,Electric,Manual,Red,First,22.22,46.73,"Bajaj Allianz",POL763418,2024-11-12,Expired,Owner_481,"+91 9781163116",Hyderabad,2005,42.66,2023-08-04,Buyer_481,"Battery Replacement",2021-04-25,19183,CarZ
C1482,Maruti,Duster,2018,Electric,Automatic,Silver,Second,20.67,30.25,"SBI General",POL857900,2023-09-18,Active,Owner_482,"+91 9859227620",Chennai,2006,16.53,2022-03-21,Buyer_482,"Tyre Change",2021-04-05,13503,FastFix
C1483,Hyundai,Creta,2011,Petrol,Automatic,Black,Third,11.83,19.01,"ICICI Lombard",POL833652,2023-08-15,Active,Owner_483,"+91 9941998686",Pune,2008,26.23,2022-11-27,Buyer_483,"Battery Replacement",2023-06-21,14926,CarZ
C1484,Toyota,Innova,2023,Diesel,Manual,Blue,Fourth,17.12,25.38,"Reliance General",POL692217,2023-06-12,Expired,Owner_484,"+91 9153824901",Mumbai,2024,22.24,2022-06-07,Buyer_484,"Engine Repair",2021-12-02,18779,"Speed Garage"
C1485,Hyundai,Ecosport,2013,Electric,Automatic,Red,First,24.62,6.68,"Reliance General",POL668262,2023-09-12,Expired,Owner_485,"+91 9496160008",Ahmedabad,2012,46.69,2023-10-30,Buyer_485,"Tyre Change",2023-12-14,10031,FastFix
C1486,Renault,Swift,2015,Hybrid,Automatic,Black,Second,10.74,41.53,"HDFC Ergo",POL281056,2023-05-11,Expired,Owner_486,"+91 9767217071",Delhi,2014,40.81,2023-11-19,Buyer_486,"Full Service",2023-05-02,2247,AutoCare
C1487,Renault,City,2009,CNG,Automatic,White,Third,19.32,11.84,"ICICI Lombard",POL326044,2024-08-06,Expired,Owner_487,"+91 9565246499",Kolkata,2007,27.38,2022-04-28,Buyer_487,"Brake Service",2022-08-30,10268,FastFix
C1488,Mahindra,City,2023,CNG,Automatic,Yellow,Third,15.03,42.45,"TATA AIG",POL714136,2023-07-12,Active,Owner_488,"+91 9795857992",Pune,2021,43.9,2023-07-30,Buyer_488,"Tyre Change",2022-11-05,4772,Mechanix
C1489,Tata,Seltos,2015,CNG,Manual,Red,Third,24.74,4.73,"HDFC Ergo",POL344113,2023-10-24,Expired,Owner_489,"+91 9167589151",Hyderabad,2011,38.82,2023-05-26,Buyer_489,"Full Service",2023-12-15,6600,"Speed Garage"
C1490,Tata,Seltos,2020,Diesel,Manual,Silver,Fourth,15.86,5.64,"Reliance General",POL924640,2024-04-12,Active,Owner_490,"+91 9964482023",Mumbai,2006,23.11,2023-10-15,Buyer_490,"Brake Service",2022-08-12,9010,Pitstop
C1491,Honda,Creta,2018,Petrol,Automatic,Red,First,21.24,49.77,"SBI General",POL211917,2024-08-14,Active,Owner_491,"+91 9132380693",Lucknow,2005,49.5,2023-07-29,Buyer_491,"Oil Change",2023-03-28,19102,Mechanix
C1492,Hyundai,Innova,2008,Hybrid,Manual,Green,First,16.69,15.97,"HDFC Ergo",POL800613,2024-02-12,Expired,Owner_492,"+91 9645713366",Kolkata,2009,8.33,2023-05-09,Buyer_492,"Oil Change",2023-06-02,8108,AutoCare
C1493,Honda,Nexon,2007,Diesel,Automatic,White,Third,10.1,17.15,"TATA AIG",POL925147,2024-04-18,Expired,Owner_493,"+91 9829909009",Pune,2018,8.03,2023-02-25,Buyer_493,"Full Service",2023-09-25,5032,Pitstop
C1494,Volkswagen,Creta,2013,Hybrid,Automatic,Yellow,Third,22.87,29.79,"Bajaj Allianz",POL645024,2023-10-11,Active,Owner_494,"+91 9428349826",Bangalore,2009,15.13,2022-10-19,Buyer_494,"Brake Service",2020-12-08,17937,Pitstop
C1495,Hyundai,Polo,2020,Petrol,Automatic,Black,Second,22.88,23.48,"Bajaj Allianz",POL725234,2024-05-28,Active,Owner_495,"+91 9947009957",Pune,2017,42.08,2023-08-11,Buyer_495,"Tyre Change",2022-06-25,6044,AutoCare
C1496,Tata,Ecosport,2016,CNG,Manual,Blue,Second,19.51,5.88,"TATA AIG",POL679694,2023-10-23,Expired,Owner_496,"+91 9896927351",Delhi,2020,37.63,2023-02-15,Buyer_496,"Engine Repair",2020-01-30,8249,FastFix
C1497,Ford,Seltos,2018,Diesel,Automatic,Silver,Fourth,18.57,21.7,"SBI General",POL714733,2023-01-01,Active,Owner_497,"+91 9258020014",Kolkata,2019,27.11,2023-03-19,Buyer_497,"Oil Change",2021-05-15,6557,Mechanix
C1498,Honda,Seltos,2017,Electric,Manual,Silver,Third,22.82,36.73,"HDFC Ergo",POL841963,2023-06-11,Expired,Owner_498,"+91 9146357482",Ahmedabad,2020,9.11,2023-12-05,Buyer_498,"Full Service",2020-05-02,2472,Mechanix
C1499,Honda,Swift,2016,CNG,Manual,Silver,Third,12.87,10.17,"Reliance General",POL477174,2023-07-30,Active,Owner_499,"+91 9125925645",Kolkata,2022,34.59,2022-07-29,Buyer_499,"Brake Service",2022-05-13,2964,CarZ
C1500,Volkswagen,Polo,2005,Petrol,Manual,Red,Second,23.81,40.78,"Reliance General",POL194836,2023-11-09,Active,Owner_500,"+91 9308625214",Ahmedabad,2023,30,2023-01-04,Buyer_500,"Tyre Change",2021-06-17,15718,Mechanix
C1501,Hyundai,Creta,2024,Hybrid,Manual,Black,Second,12.59,26.97,"ICICI Lombard",POL943995,2024-08-28,Active,Owner_501,"+91 9785773724",Chennai,2015,13.55,2022-09-15,Buyer_501,"Engine Repair",2021-01-09,7678,FastFix
C1502,Tata,Polo,2009,Petrol,Automatic,Blue,Second,18.46,46.46,"SBI General",POL440499,2023-02-08,Expired,Owner_502,"+91 9626127432",Chennai,2007,13.83,2023-02-07,Buyer_502,"Engine Repair",2021-04-27,7175,Pitstop
C1503,Tata,Innova,2020,Hybrid,Manual,Red,Second,10.16,8.99,"Bajaj Allianz",POL410158,2024-06-18,Expired,Owner_503,"+91 9718711047",Mumbai,2024,2.97,2023-03-24,Buyer_503,"Brake Service",2023-10-20,5438,Mechanix
C1504,Renault,City,2009,CNG,Manual,Red,Second,20.5,15.97,"ICICI Lombard",POL744623,2023-09-01,Active,Owner_504,"+91 9691624283",Hyderabad,2014,38.11,2023-07-13,Buyer_504,"Battery Replacement",2022-12-22,11174,CarZ
C1505,Tata,Swift,2022,Electric,Manual,Yellow,Third,16.43,4.58,"ICICI Lombard",POL579624,2024-07-11,Active,Owner_505,"+91 9231276118",Delhi,2010,20.41,2023-02-27,Buyer_505,"Full Service",2021-12-22,10824,Pitstop
C1506,Honda,XUV500,2006,Diesel,Automatic,Blue,First,22.67,17.18,"Bajaj Allianz",POL817609,2024-01-21,Active,Owner_506,"+91 9791019461",Delhi,2012,41.97,2022-06-26,Buyer_506,"Engine Repair",2020-12-20,18272,"Speed Garage"
C1507,Volkswagen,Ecosport,2017,CNG,Automatic,Silver,Fourth,17.97,11.35,"ICICI Lombard",POL355554,2024-06-05,Active,Owner_507,"+91 9576440968",Lucknow,2016,11.92,2022-05-12,Buyer_507,"Oil Change",2021-03-14,9248,FastFix
C1508,Ford,Creta,2024,Petrol,Manual,Silver,First,10.39,24.7,"SBI General",POL309795,2023-05-22,Active,Owner_508,"+91 9401254934",Bangalore,2016,43.68,2023-07-21,Buyer_508,"Brake Service",2021-06-17,17137,Pitstop
C1509,Maruti,Polo,2013,Petrol,Manual,White,First,18.21,26.59,"TATA AIG",POL341013,2024-09-22,Active,Owner_509,"+91 9872220900",Mumbai,2007,30.44,2023-11-28,Buyer_509,"Full Service",2020-09-01,18903,Pitstop
C1510,Toyota,Seltos,2006,Hybrid,Automatic,Green,First,23.37,44.34,"Bajaj Allianz",POL491858,2023-10-22,Expired,Owner_510,"+91 9406736151",Chennai,2022,3.03,2022-05-01,Buyer_510,"Brake Service",2022-06-17,5250,AutoCare
C1511,Ford,City,2007,Diesel,Manual,Red,Third,10.94,34.08,"Bajaj Allianz",POL330175,2024-01-19,Expired,Owner_511,"+91 9867249487",Delhi,2012,29.89,2023-12-29,Buyer_511,"Full Service",2021-04-18,8525,AutoCare
C1512,Toyota,City,2007,CNG,Automatic,Green,First,15.54,49.1,"TATA AIG",POL385849,2024-09-05,Active,Owner_512,"+91 9734814499",Mumbai,2020,14.15,2022-10-03,Buyer_512,"Tyre Change",2023-03-03,9565,CarZ
C1513,Mahindra,City,2016,CNG,Manual,Grey,Fourth,18.01,39.31,"TATA AIG",POL822180,2024-08-16,Expired,Owner_513,"+91 9998194983",Mumbai,2007,7.94,2023-12-30,Buyer_513,"Oil Change",2022-07-16,17615,Mechanix
C1514,Toyota,City,2013,Petrol,Automatic,Blue,First,17.69,38.66,"HDFC Ergo",POL989092,2023-04-26,Expired,Owner_514,"+91 9251035662",Chennai,2016,13.5,2022-04-29,Buyer_514,"Brake Service",2020-05-03,8579,AutoCare
C1515,Hyundai,XUV500,2009,Hybrid,Manual,Green,Fourth,11.75,44.05,"Reliance General",POL436485,2023-01-04,Active,Owner_515,"+91 9766031762",Lucknow,2013,25.6,2023-07-12,Buyer_515,"Battery Replacement",2022-10-23,15607,"Speed Garage"
C1516,Hyundai,Innova,2006,CNG,Manual,Black,Second,19.61,17.29,"ICICI Lombard",POL323523,2024-05-31,Active,Owner_516,"+91 9865007898",Chennai,2008,14.21,2022-04-05,Buyer_516,"Tyre Change",2021-07-18,6649,Mechanix
C1517,Hyundai,Nexon,2018,Diesel,Manual,Silver,Second,19.62,49.3,"Bajaj Allianz",POL307459,2024-01-26,Expired,Owner_517,"+91 9785046667",Jaipur,2009,14.64,2022-10-26,Buyer_517,"Engine Repair",2022-10-05,8634,Pitstop
C1518,Ford,Polo,2020,CNG,Automatic,Red,Fourth,16.14,30.73,"Reliance General",POL149531,2023-05-01,Active,Owner_518,"+91 9828893843",Kolkata,2016,32.57,2022-09-09,Buyer_518,"Oil Change",2020-06-18,10515,Mechanix
C1519,Renault,Duster,2024,Hybrid,Manual,White,Third,13.03,32.99,"SBI General",POL218095,2023-10-31,Expired,Owner_519,"+91 9102989912",Pune,2013,30.21,2022-06-30,Buyer_519,"Brake Service",2022-03-14,8824,AutoCare
C1520,Maruti,XUV500,2013,Electric,Manual,Green,First,24.2,17.34,"Bajaj Allianz",POL647950,2024-10-27,Active,Owner_520,"+91 9157804865",Hyderabad,2016,35.98,2022-05-07,Buyer_520,"Battery Replacement",2022-09-18,3452,Pitstop
C1521,Maruti,Innova,2019,Diesel,Automatic,Silver,Fourth,10.01,24.65,"SBI General",POL233863,2024-06-10,Active,Owner_521,"+91 9607175918",Delhi,2020,39.44,2023-08-25,Buyer_521,"Full Service",2021-10-08,12155,"Speed Garage"
C1522,Volkswagen,Innova,2024,CNG,Manual,Silver,Second,14.17,15.28,"ICICI Lombard",POL980663,2023-12-09,Active,Owner_522,"+91 9602118366",Lucknow,2006,5.97,2023-01-01,Buyer_522,"Battery Replacement",2022-09-17,9062,FastFix
C1523,Mahindra,XUV500,2005,Hybrid,Manual,Black,Fourth,10.8,46.71,"TATA AIG",POL312119,2023-11-07,Active,Owner_523,"+91 9213664791",Lucknow,2014,40.46,2022-09-01,Buyer_523,"Full Service",2022-06-22,9624,CarZ
C1524,Ford,City,2010,Electric,Manual,Green,Third,22.86,49.16,"HDFC Ergo",POL568932,2023-02-11,Active,Owner_524,"+91 9863089690",Jaipur,2021,11.98,2022-02-09,Buyer_524,"Battery Replacement",2021-11-30,12330,"Speed Garage"
C1525,Renault,Polo,2013,Petrol,Automatic,Red,Second,23.81,36.3,"SBI General",POL856370,2023-07-05,Active,Owner_525,"+91 9638832454",Delhi,2021,22.72,2022-03-30,Buyer_525,"Engine Repair",2020-12-10,11175,AutoCare
C1526,Ford,Swift,2011,Diesel,Manual,Black,First,21.77,31.7,"SBI General",POL316411,2023-07-09,Expired,Owner_526,"+91 9956991683",Kolkata,2018,37.02,2022-10-22,Buyer_526,"Battery Replacement",2022-12-07,11897,Pitstop
C1527,Honda,XUV500,2020,Diesel,Manual,Black,Third,17.05,45.16,"TATA AIG",POL267711,2023-01-23,Expired,Owner_527,"+91 9154957462",Delhi,2013,42.34,2023-08-20,Buyer_527,"Oil Change",2023-09-25,18044,Mechanix
C1528,Tata,Ecosport,2012,Diesel,Manual,White,Third,24.68,43.01,"SBI General",POL596324,2023-10-31,Active,Owner_528,"+91 9623147900",Lucknow,2014,16.78,2022-01-29,Buyer_528,"Brake Service",2023-07-02,12891,AutoCare
C1529,Toyota,City,2009,Hybrid,Manual,Yellow,Fourth,15.34,35.08,"TATA AIG",POL209333,2023-03-18,Active,Owner_529,"+91 9323952589",Hyderabad,2019,36.68,2023-11-28,Buyer_529,"Tyre Change",2021-10-30,12282,FastFix
C1530,Tata,City,2020,Petrol,Manual,White,Third,21.36,14.41,"SBI General",POL292523,2024-04-23,Active,Owner_530,"+91 9884548097",Bangalore,2015,9.69,2023-12-04,Buyer_530,"Oil Change",2020-06-24,8621,AutoCare
C1531,Maruti,Swift,2014,CNG,Manual,Red,Third,14.09,44.81,"HDFC Ergo",POL437145,2023-12-11,Active,Owner_531,"+91 9399060314",Hyderabad,2022,13.04,2023-01-30,Buyer_531,"Full Service",2020-01-09,13738,CarZ
C1532,Renault,Creta,2016,CNG,Manual,Yellow,First,22.24,47.85,"ICICI Lombard",POL308385,2024-12-04,Expired,Owner_532,"+91 9125157876",Jaipur,2011,4.84,2023-11-02,Buyer_532,"Tyre Change",2020-11-01,4973,Mechanix
C1533,Hyundai,Creta,2023,Electric,Manual,Red,Third,16.34,34.93,"ICICI Lombard",POL868809,2023-06-17,Expired,Owner_533,"+91 9886396845",Pune,2007,4.91,2022-11-28,Buyer_533,"Oil Change",2022-03-05,4042,Mechanix
C1534,Maruti,City,2014,Petrol,Manual,Red,Fourth,17.49,8.41,"TATA AIG",POL487503,2023-10-22,Expired,Owner_534,"+91 9742451068",Mumbai,2021,4.06,2022-07-15,Buyer_534,"Full Service",2020-04-07,3218,CarZ
C1535,Maruti,Polo,2007,Electric,Manual,Blue,Fourth,22.02,43.25,"ICICI Lombard",POL786207,2024-12-28,Active,Owner_535,"+91 9296131774",Hyderabad,2005,41.91,2022-11-03,Buyer_535,"Brake Service",2022-08-20,12607,Pitstop
C1536,Ford,Polo,2016,Petrol,Automatic,Red,Third,13.31,31.82,"Bajaj Allianz",POL370346,2024-05-29,Active,Owner_536,"+91 9526555931",Delhi,2015,39.6,2022-12-15,Buyer_536,"Oil Change",2023-04-10,12364,FastFix
C1537,Ford,Creta,2015,Diesel,Manual,Black,Fourth,11.02,29.04,"ICICI Lombard",POL415102,2023-08-31,Active,Owner_537,"+91 9842560687",Kolkata,2018,15.71,2023-10-28,Buyer_537,"Battery Replacement",2023-09-30,10061,FastFix
C1538,Maruti,Innova,2016,CNG,Automatic,Black,Fourth,23.24,49.4,"Reliance General",POL296108,2023-12-09,Expired,Owner_538,"+91 9710203407",Lucknow,2009,13.81,2023-09-01,Buyer_538,"Full Service",2021-04-14,8170,Pitstop
C1539,Kia,Seltos,2011,Hybrid,Automatic,Red,Third,16.29,6.32,"ICICI Lombard",POL734957,2023-07-17,Active,Owner_539,"+91 9977434315",Jaipur,2008,22.48,2022-09-03,Buyer_539,"Engine Repair",2022-11-13,3028,CarZ
C1540,Maruti,Polo,2017,Electric,Automatic,Black,Second,21.49,14.76,"ICICI Lombard",POL334023,2024-07-18,Active,Owner_540,"+91 9335262076",Jaipur,2018,34.72,2023-01-31,Buyer_540,"Full Service",2022-02-21,9140,Mechanix
C1541,Hyundai,Duster,2020,Hybrid,Manual,Grey,Third,23.58,22.11,"SBI General",POL840082,2023-05-18,Active,Owner_541,"+91 9944458607",Kolkata,2011,35.06,2022-11-19,Buyer_541,"Tyre Change",2023-11-29,14133,CarZ
C1542,Hyundai,Ecosport,2015,Electric,Manual,Silver,Third,16.68,4.54,"HDFC Ergo",POL421975,2023-04-29,Active,Owner_542,"+91 9172104215",Pune,2008,3.93,2022-08-04,Buyer_542,"Tyre Change",2020-12-07,5398,CarZ
C1543,Ford,Seltos,2018,Diesel,Automatic,Black,First,16.92,44.56,"TATA AIG",POL933944,2024-05-02,Expired,Owner_543,"+91 9818736947",Delhi,2016,18.28,2023-03-10,Buyer_543,"Oil Change",2020-03-17,4024,FastFix
C1544,Tata,Duster,2007,Electric,Manual,Silver,Fourth,22.67,39.58,"ICICI Lombard",POL823678,2023-06-24,Expired,Owner_544,"+91 9255059604",Mumbai,2007,45.08,2022-04-19,Buyer_544,"Oil Change",2022-03-03,11929,Pitstop
C1545,Maruti,Creta,2022,Electric,Manual,Green,Third,11.51,44.12,"TATA AIG",POL406646,2023-07-12,Active,Owner_545,"+91 9844894478",Mumbai,2021,34.9,2022-02-02,Buyer_545,"Brake Service",2020-12-10,16454,Pitstop
C1546,Kia,Polo,2008,Hybrid,Manual,Red,Third,12.26,12.14,"ICICI Lombard",POL755572,2024-07-21,Expired,Owner_546,"+91 9676833215",Bangalore,2022,7.62,2023-07-23,Buyer_546,"Engine Repair",2023-05-09,9067,Pitstop
C1547,Tata,XUV500,2010,Petrol,Automatic,Silver,First,12.29,14.39,"Reliance General",POL698548,2024-10-09,Expired,Owner_547,"+91 9692737007",Delhi,2018,29.32,2022-10-16,Buyer_547,"Engine Repair",2020-10-19,19507,AutoCare
C1548,Honda,Seltos,2013,CNG,Manual,Silver,Fourth,21.12,16.19,"Reliance General",POL389509,2024-09-21,Expired,Owner_548,"+91 9853203913",Bangalore,2015,36.53,2023-02-03,Buyer_548,"Battery Replacement",2022-04-28,11973,FastFix
C1549,Hyundai,Swift,2022,Petrol,Manual,White,First,23.61,36.76,"TATA AIG",POL152588,2024-09-16,Active,Owner_549,"+91 9625766806",Hyderabad,2024,13.99,2023-08-20,Buyer_549,"Engine Repair",2022-06-09,7350,Mechanix
C1550,Tata,Creta,2008,CNG,Automatic,Silver,Third,12.76,12.58,"ICICI Lombard",POL934276,2023-05-26,Active,Owner_550,"+91 9724777314",Chennai,2005,19.76,2022-11-13,Buyer_550,"Tyre Change",2021-05-09,13857,Mechanix
C1551,Kia,Ecosport,2021,Hybrid,Manual,Green,Third,14.23,24.24,"Reliance General",POL914064,2023-02-20,Expired,Owner_551,"+91 9298753266",Mumbai,2013,43.38,2023-07-02,Buyer_551,"Full Service",2022-11-01,17017,"Speed Garage"
C1552,Maruti,Ecosport,2023,Hybrid,Automatic,Black,First,17.41,9.6,"ICICI Lombard",POL418002,2023-12-24,Expired,Owner_552,"+91 9874642599",Chennai,2010,47.38,2023-10-05,Buyer_552,"Brake Service",2021-01-15,9765,AutoCare
C1553,Mahindra,Ecosport,2005,Petrol,Automatic,Red,Second,23.97,7,"TATA AIG",POL697206,2023-04-10,Expired,Owner_553,"+91 9243534941",Hyderabad,2009,20.3,2022-10-27,Buyer_553,"Full Service",2021-02-13,3563,Mechanix
C1554,Kia,Ecosport,2024,Hybrid,Automatic,Grey,Third,21.16,3.13,"Bajaj Allianz",POL266622,2023-06-07,Expired,Owner_554,"+91 9625856843",Hyderabad,2018,34.97,2023-01-25,Buyer_554,"Battery Replacement",2022-04-09,11938,FastFix
C1555,Hyundai,Swift,2024,Petrol,Manual,Blue,Third,12.46,5.14,"TATA AIG",POL334174,2024-03-20,Active,Owner_555,"+91 9151170776",Bangalore,2019,13.75,2022-01-18,Buyer_555,"Brake Service",2021-12-30,15054,CarZ
C1556,Hyundai,Duster,2017,CNG,Automatic,Red,First,22.16,23.58,"SBI General",POL250905,2023-01-19,Expired,Owner_556,"+91 9247338415",Jaipur,2016,41.41,2022-09-17,Buyer_556,"Brake Service",2023-08-03,18793,"Speed Garage"
C1557,Renault,XUV500,2023,Hybrid,Manual,Blue,First,21.67,18.1,"TATA AIG",POL832306,2024-11-05,Expired,Owner_557,"+91 9585877743",Lucknow,2015,3.51,2022-01-30,Buyer_557,"Tyre Change",2023-10-23,18004,CarZ
C1558,Toyota,Swift,2005,Petrol,Manual,Silver,First,22.47,46.78,"Bajaj Allianz",POL679700,2024-04-21,Expired,Owner_558,"+91 9812065731",Kolkata,2012,20.52,2022-07-03,Buyer_558,"Full Service",2022-02-12,6167,AutoCare
C1559,Honda,Ecosport,2017,Diesel,Automatic,Silver,First,10.36,39.63,"HDFC Ergo",POL497558,2023-12-25,Expired,Owner_559,"+91 9828160238",Mumbai,2021,21.35,2022-07-12,Buyer_559,"Tyre Change",2021-03-15,17293,"Speed Garage"
C1560,Honda,XUV500,2006,Hybrid,Automatic,Green,Second,20.08,47.36,"HDFC Ergo",POL414321,2024-09-16,Active,Owner_560,"+91 9338493271",Jaipur,2018,34.04,2022-04-18,Buyer_560,"Full Service",2020-11-06,2896,"Speed Garage"
C1561,Maruti,Innova,2022,Hybrid,Manual,Blue,Fourth,12.31,44.81,"TATA AIG",POL994650,2023-01-14,Expired,Owner_561,"+91 9740937572",Ahmedabad,2020,35.43,2023-02-11,Buyer_561,"Oil Change",2023-03-19,2669,CarZ
C1562,Ford,Polo,2023,Petrol,Manual,Black,First,20.94,46.47,"TATA AIG",POL705829,2023-11-15,Active,Owner_562,"+91 9969323327",Pune,2019,18.7,2023-07-31,Buyer_562,"Full Service",2021-03-26,11979,Mechanix
C1563,Tata,Innova,2013,Hybrid,Automatic,White,Third,11.66,13.67,"TATA AIG",POL477864,2024-07-15,Expired,Owner_563,"+91 9749267187",Ahmedabad,2019,9.08,2022-03-09,Buyer_563,"Battery Replacement",2020-03-07,17057,CarZ
C1564,Hyundai,Nexon,2008,Electric,Automatic,Grey,Second,17.12,29.5,"Reliance General",POL907572,2024-03-27,Expired,Owner_564,"+91 9463960080",Ahmedabad,2024,4.16,2023-06-23,Buyer_564,"Battery Replacement",2022-11-24,16821,AutoCare
C1565,Kia,Seltos,2006,Petrol,Manual,Blue,Fourth,14.95,13.83,"TATA AIG",POL216851,2023-10-16,Expired,Owner_565,"+91 9494470077",Mumbai,2017,27.05,2022-05-18,Buyer_565,"Brake Service",2020-09-09,13713,FastFix
C1566,Hyundai,Seltos,2013,CNG,Automatic,Grey,Third,11.84,43.22,"SBI General",POL928027,2024-07-09,Active,Owner_566,"+91 9654743754",Jaipur,2023,33.41,2022-03-05,Buyer_566,"Engine Repair",2022-04-04,11896,FastFix
C1567,Volkswagen,Duster,2014,Petrol,Manual,Silver,Fourth,24.42,4.83,"Bajaj Allianz",POL478391,2023-05-20,Expired,Owner_567,"+91 9405772568",Jaipur,2010,25.16,2022-05-30,Buyer_567,"Brake Service",2021-03-30,17896,CarZ
C1568,Kia,Swift,2007,Hybrid,Manual,Blue,Third,18.87,30.41,"Reliance General",POL967740,2024-08-24,Expired,Owner_568,"+91 9289687999",Jaipur,2019,26.38,2022-07-14,Buyer_568,"Engine Repair",2021-11-07,10411,FastFix
C1569,Tata,Swift,2007,Hybrid,Manual,Green,Second,22.89,27.42,"ICICI Lombard",POL690929,2024-05-04,Expired,Owner_569,"+91 9196046053",Bangalore,2023,27.25,2022-07-17,Buyer_569,"Full Service",2022-10-11,6541,"Speed Garage"
C1570,Volkswagen,Nexon,2019,Electric,Manual,Yellow,First,18.78,37.18,"SBI General",POL692076,2023-10-27,Active,Owner_570,"+91 9997232423",Pune,2005,11.39,2022-07-21,Buyer_570,"Full Service",2021-07-23,3499,AutoCare
C1571,Kia,Nexon,2018,CNG,Automatic,Black,Fourth,20.43,5.68,"TATA AIG",POL458719,2023-02-26,Expired,Owner_571,"+91 9906886650",Bangalore,2005,36.54,2022-08-18,Buyer_571,"Battery Replacement",2020-08-05,14136,Pitstop
C1572,Maruti,Swift,2020,Diesel,Manual,Grey,Second,10.93,38.17,"ICICI Lombard",POL280653,2023-10-23,Expired,Owner_572,"+91 9295912415",Chennai,2016,10.8,2022-12-31,Buyer_572,"Brake Service",2022-12-07,16678,FastFix
C1573,Kia,XUV500,2022,Petrol,Automatic,White,First,19.98,16.6,"Bajaj Allianz",POL995531,2024-11-05,Active,Owner_573,"+91 9934178135",Delhi,2009,4.17,2023-02-02,Buyer_573,"Oil Change",2023-12-19,9271,"Speed Garage"
C1574,Ford,Seltos,2017,CNG,Manual,Blue,First,12.71,17.78,"Reliance General",POL496853,2024-05-08,Active,Owner_574,"+91 9176047316",Ahmedabad,2007,32.26,2023-07-22,Buyer_574,"Brake Service",2023-08-07,16977,Mechanix
C1575,Volkswagen,XUV500,2007,CNG,Automatic,Silver,Second,15.3,40.09,"TATA AIG",POL571215,2024-05-07,Expired,Owner_575,"+91 9994185088",Hyderabad,2023,32.41,2023-10-29,Buyer_575,"Oil Change",2021-08-24,19437,AutoCare
C1576,Kia,Ecosport,2015,Petrol,Automatic,Yellow,Second,12.27,17.74,"ICICI Lombard",POL981639,2024-03-16,Expired,Owner_576,"+91 9752342027",Bangalore,2013,15.44,2022-02-21,Buyer_576,"Full Service",2020-10-25,4625,FastFix
C1577,Kia,Ecosport,2020,Electric,Automatic,Black,First,11.7,31.84,"HDFC Ergo",POL341289,2024-03-13,Active,Owner_577,"+91 9848689345",Hyderabad,2013,29.12,2022-06-03,Buyer_577,"Full Service",2021-02-25,6829,Mechanix
C1578,Renault,City,2021,Hybrid,Manual,Red,Third,24.37,7.66,"SBI General",POL405585,2024-10-30,Expired,Owner_578,"+91 9339076936",Bangalore,2017,35.74,2023-12-21,Buyer_578,"Engine Repair",2021-11-17,17760,FastFix
C1579,Kia,Creta,2015,Diesel,Manual,Black,Third,23.75,25.32,"Bajaj Allianz",POL446861,2023-02-17,Expired,Owner_579,"+91 9332854500",Jaipur,2016,47.83,2022-02-16,Buyer_579,"Full Service",2022-03-04,14647,"Speed Garage"
C1580,Honda,XUV500,2015,Electric,Automatic,Silver,Second,17.51,41.98,"Bajaj Allianz",POL549295,2023-07-04,Active,Owner_580,"+91 9315590939",Mumbai,2005,26.55,2023-07-07,Buyer_580,"Oil Change",2023-01-14,2607,"Speed Garage"
C1581,Volkswagen,Innova,2020,CNG,Automatic,Red,Third,14.35,27,"SBI General",POL991973,2023-03-05,Active,Owner_581,"+91 9841492191",Delhi,2015,43.64,2023-09-16,Buyer_581,"Oil Change",2020-11-03,17895,"Speed Garage"
C1582,Volkswagen,Nexon,2011,Electric,Automatic,Grey,Fourth,24.19,6.89,"TATA AIG",POL827393,2024-01-12,Expired,Owner_582,"+91 9709301862",Hyderabad,2021,46.97,2023-07-13,Buyer_582,"Engine Repair",2021-06-04,19808,FastFix
